gs_id	gene_id
GO:0045664	7161
GO:0045664	7267
GO:0045664	7436
GO:0045664	7473
GO:0045664	7474
GO:0045664	7476
GO:0045664	7533
GO:0045664	7804
GO:0045664	8320
GO:0045664	8408
GO:0045664	8428
GO:0045664	8482
GO:0045664	8536
GO:0045664	8578
GO:0045664	8648
GO:0045664	8829
GO:0045664	8851
GO:0045664	8929
GO:0045664	9043
GO:0045664	9138
GO:0045664	9139
GO:0045664	9241
GO:0045664	9253
GO:0045664	9315
GO:0045664	9353
GO:0045664	9423
GO:0045664	9638
GO:0045664	9745
GO:0045664	9856
GO:0045664	9896
GO:0045664	10096
GO:0045664	10215
GO:0045664	10220
GO:0045664	10300
GO:0045664	10371
GO:0045664	10494
GO:0045664	10505
GO:0045664	10507
GO:0045664	10611
GO:0045664	10660
GO:0045664	10677
GO:0045664	11069
GO:0045664	11075
GO:0045664	11104
GO:0045664	11141
GO:0045664	11166
GO:0045664	11178
GO:0045664	11202
GO:0045664	11344
GO:0045664	22871
GO:0045664	22902
GO:0045664	22954
GO:0045664	23043
GO:0045664	23189
GO:0045664	23303
GO:0045664	23394
GO:0045664	23405
GO:0045664	23413
GO:0045664	23493
GO:0045664	23654
GO:0045664	25791
GO:0045664	26037
GO:0045664	26508
GO:0045664	27020
GO:0045664	27339
GO:0045664	28514
GO:0045664	29882
GO:0045664	30012
GO:0045664	30812
GO:0045664	50674
GO:0045664	51330
GO:0045664	51393
GO:0045664	51654
GO:0045664	53335
GO:0045664	54434
GO:0045664	54961
GO:0045664	55704
GO:0045664	55755
GO:0045664	56623
GO:0045664	57118
GO:0045664	57142
GO:0045664	57463
GO:0045664	57534
GO:0045664	57611
GO:0045664	57689
GO:0045664	58190
GO:0045664	59341
GO:0045664	60436
GO:0045664	63973
GO:0045664	64131
GO:0045664	65078
GO:0045664	65981
GO:0045664	79191
GO:0045664	79625
GO:0045664	79727
GO:0045664	80279
GO:0045664	80725
GO:0045664	81565
GO:0045664	81618
GO:0045664	84894
GO:0045664	85358
GO:0045664	85442
GO:0045664	85458
GO:0045664	85464
GO:0045664	89780
GO:0045664	90167
GO:0045664	91584
GO:0045664	120892
GO:0045664	124925
GO:0045664	126520
GO:0045664	150465
GO:0045664	151449
GO:0045664	152330
GO:0045664	259266
GO:0045664	343472
GO:0045664	375567
GO:0045664	388585
GO:0045664	389549
GO:0045664	390992
GO:0045664	392255
GO:0008015	18
GO:0008015	59
GO:0008015	70
GO:0008015	94
GO:0008015	100
GO:0008015	128
GO:0008015	133
GO:0008015	134
GO:0008015	135
GO:0008015	136
GO:0008015	140
GO:0008015	146
GO:0008015	147
GO:0008015	148
GO:0008015	151
GO:0008015	153
GO:0008015	154
GO:0008015	155
GO:0008015	156
GO:0008015	183
GO:0008015	185
GO:0008015	186
GO:0008015	240
GO:0008015	284
GO:0008015	287
GO:0008015	348
GO:0008015	389
GO:0008015	476
GO:0008015	477
GO:0008015	551
GO:0008015	552
GO:0008015	553
GO:0008015	554
GO:0008015	566
GO:0008015	585
GO:0008015	610
GO:0008015	623
GO:0008015	624
GO:0008015	659
GO:0008015	680
GO:0008015	710
GO:0008015	719
GO:0008015	777
GO:0008015	796
GO:0008015	797
GO:0008015	817
GO:0008015	845
GO:0008015	857
GO:0008015	859
GO:0008015	875
GO:0008015	947
GO:0008015	952
GO:0008015	1080
GO:0008015	1113
GO:0008015	1129
GO:0008015	1131
GO:0008015	1207
GO:0008015	1268
GO:0008015	1278
GO:0008015	1285
GO:0008015	1359
GO:0008015	1373
GO:0008015	1482
GO:0008015	1490
GO:0008015	1535
GO:0008015	1573
GO:0008015	1579
GO:0008015	1584
GO:0008015	1585
GO:0008015	1621
GO:0008015	1636
GO:0008015	1674
GO:0008015	1727
GO:0008015	1760
GO:0008015	1813
GO:0008015	1814
GO:0008015	1816
GO:0008015	1827
GO:0008015	1839
GO:0008015	1874
GO:0008015	1889
GO:0008015	1906
GO:0008015	1907
GO:0008015	1908
GO:0008015	1909
GO:0008015	1910
GO:0008015	2006
GO:0008015	2022
GO:0008015	2028
GO:0008015	2034
GO:0008015	2035
GO:0008015	2053
GO:0008015	2056
GO:0008015	2149
GO:0008015	2150
GO:0008015	2153
GO:0008015	2281
GO:0008015	2296
GO:0008015	2303
GO:0008015	2307
GO:0008015	2548
GO:0008015	2621
GO:0008015	2643
GO:0008015	2697
GO:0008015	2729
GO:0008015	2730
GO:0008015	2740
GO:0008015	2775
GO:0008015	2784
GO:0008015	2931
GO:0008015	2981
GO:0008015	2982
GO:0008015	2983
GO:0008015	3043
GO:0008015	3162
GO:0008015	3212
GO:0008015	3269
GO:0008015	3270
GO:0008015	3291
GO:0008015	3356
GO:0008015	3357
GO:0008015	3363
GO:0008015	3383
GO:0008015	3398
GO:0008015	3458
GO:0008015	3558
GO:0008015	3606
GO:0008015	3627
GO:0008015	3630
GO:0008015	3672
GO:0008015	3753
GO:0008015	3757
GO:0008015	3764
GO:0008015	3768
GO:0008015	3784
GO:0008015	3792
GO:0008015	3827
GO:0008015	3952
GO:0008015	4018
GO:0008015	4041
GO:0008015	4090
GO:0008015	4092
GO:0008015	4205
GO:0008015	4223
GO:0008015	4524
GO:0008015	4607
GO:0008015	4624
GO:0008015	4625
GO:0008015	4632
GO:0008015	4633
GO:0008015	4634
GO:0008015	4635
GO:0008015	4688
GO:0008015	4778
GO:0008015	4842
GO:0008015	4846
GO:0008015	4852
GO:0008015	4878
GO:0008015	4879
GO:0008015	4880
GO:0008015	4881
GO:0008015	4882
GO:0008015	4883
GO:0008015	4886
GO:0008015	4922
GO:0008015	4973
GO:0008015	5020
GO:0008015	5021
GO:0008015	5023
GO:0008015	5025
GO:0008015	5028
GO:0008015	5029
GO:0008015	5037
GO:0008015	5125
GO:0008015	5138
GO:0008015	5139
GO:0008015	5155
GO:0008015	5286
GO:0008015	5290
GO:0008015	5294
GO:0008015	5345
GO:0008015	5350
GO:0008015	5367
GO:0008015	5443
GO:0008015	5465
GO:0008015	5468
GO:0008015	5540
GO:0008015	5588
GO:0008015	5604
GO:0008015	5606
GO:0008015	5608
GO:0008015	5664
GO:0008015	5742
GO:0008015	5743
GO:0008015	5795
GO:0008015	5797
GO:0008015	5800
GO:0008015	5972
GO:0008015	5973
GO:0008015	5997
GO:0008015	6051
GO:0008015	6262
GO:0008015	6271
GO:0008015	6296
GO:0008015	6324
GO:0008015	6327
GO:0008015	6330
GO:0008015	6331
GO:0008015	6376
GO:0008015	6387
GO:0008015	6446
GO:0008015	6464
GO:0008015	6532
GO:0008015	6546
GO:0008015	6647
GO:0008015	6648
GO:0008015	6671
GO:0008015	6714
GO:0008015	6717
GO:0008015	6772
GO:0008015	6846
GO:0008015	6863
GO:0008015	6866
GO:0008015	6869
GO:0008015	6870
GO:0008015	6901
GO:0008015	7010
GO:0008015	7042
GO:0008015	7054
GO:0008015	7068
GO:0008015	7080
GO:0008015	7134
GO:0008015	7137
GO:0008015	7139
GO:0008015	7168
GO:0008015	7349
GO:0008015	7422
GO:0008015	7423
GO:0008015	7424
GO:0008015	7525
GO:0008015	8048
GO:0008015	8195
GO:0008015	8509
GO:0008015	8529
GO:0008015	8557
GO:0008015	8654
GO:0008015	8862
GO:0008015	8870
GO:0008015	8912
GO:0008015	8913
GO:0008015	8985
GO:0008015	9353
GO:0008015	9370
GO:0008015	9474
GO:0008015	9607
GO:0008015	9759
GO:0008015	9992
GO:0008015	10021
GO:0008015	10159
GO:0008015	10242
GO:0008015	10265
GO:0008015	10266
GO:0008015	10371
GO:0008015	10539
GO:0008015	10659
GO:0008015	10699
GO:0008015	10800
GO:0008015	10848
GO:0008015	10911
GO:0008015	11138
GO:0008015	11188
GO:0008015	23493
GO:0008015	23576
GO:0008015	23630
GO:0008015	26509
GO:0008015	27035
GO:0008015	27129
GO:0008015	27345
GO:0008015	30819
GO:0008015	51752
GO:0008015	54567
GO:0008015	55636
GO:0008015	55800
GO:0008015	56998
GO:0008015	57085
GO:0008015	59272
GO:0008015	64167
GO:0008015	66002
GO:0008015	79924
GO:0008015	85366
GO:0008015	91608
GO:0008015	91807
GO:0008015	121643
GO:0008015	143282
GO:0008015	154796
GO:0008015	219537
GO:0008015	255061
GO:0070848	94
GO:0070848	107
GO:0070848	108
GO:0070848	109
GO:0070848	111
GO:0070848	112
GO:0070848	113
GO:0070848	114
GO:0070848	115
GO:0070848	156
GO:0070848	207
GO:0070848	306
GO:0070848	348
GO:0070848	355
GO:0070848	356
GO:0070848	383
GO:0070848	405
GO:0070848	429
GO:0070848	572
GO:0070848	650
GO:0070848	673
GO:0070848	808
GO:0070848	814
GO:0070848	842
GO:0070848	847
GO:0070848	867
GO:0070848	960
GO:0070848	983
GO:0070848	1027
GO:0070848	1147
GO:0070848	1191
GO:0070848	1277
GO:0070848	1280
GO:0070848	1284
GO:0070848	1373
GO:0070848	1385
GO:0070848	1432
GO:0070848	1490
GO:0070848	1499
GO:0070848	1524
GO:0070848	1583
GO:0070848	1588
GO:0070848	1644
GO:0070848	1841
GO:0070848	1848
GO:0070848	1960
GO:0070848	1969
GO:0070848	2010
GO:0070848	2241
GO:0070848	2246
GO:0070848	2247
GO:0070848	2248
GO:0070848	2249
GO:0070848	2250
GO:0070848	2251
GO:0070848	2252
GO:0070848	2253
GO:0070848	2254
GO:0070848	2255
GO:0070848	2260
GO:0070848	2261
GO:0070848	2263
GO:0070848	2264
GO:0070848	2277
GO:0070848	2308
GO:0070848	2309
GO:0070848	2321
GO:0070848	2322
GO:0070848	2324
GO:0070848	2475
GO:0070848	2535
GO:0070848	2549
GO:0070848	2619
GO:0070848	2625
GO:0070848	2627
GO:0070848	2662
GO:0070848	2817
GO:0070848	2885
GO:0070848	2887
GO:0070848	2903
GO:0070848	2904
GO:0070848	2931
GO:0070848	2932
GO:0070848	2950
GO:0070848	3036
GO:0070848	3037
GO:0070848	3082
GO:0070848	3087
GO:0070848	3091
GO:0070848	3164
GO:0070848	3265
GO:0070848	3273
GO:0070848	3315
GO:0070848	3340
GO:0070848	3373
GO:0070848	3381
GO:0070848	3553
GO:0070848	3576
GO:0070848	3643
GO:0070848	3678
GO:0070848	3688
GO:0070848	3690
GO:0070848	3708
GO:0070848	3709
GO:0070848	3710
GO:0070848	3791
GO:0070848	3845
GO:0070848	3975
GO:0070848	3987
GO:0070848	4060
GO:0070848	4089
GO:0070848	4193
GO:0070848	4208
GO:0070848	4303
GO:0070848	4435
GO:0070848	4488
GO:0070848	4495
GO:0070848	4504
GO:0070848	4609
GO:0070848	4656
GO:0070848	4734
GO:0070848	4804
GO:0070848	4846
GO:0070848	4893
GO:0070848	4985
GO:0070848	5015
GO:0070848	5028
GO:0070848	5029
GO:0070848	5083
GO:0070848	5136
GO:0070848	5137
GO:0070848	5138
GO:0070848	5139
GO:0070848	5153
GO:0070848	5155
GO:0070848	5156
GO:0070848	5159
GO:0070848	5170
GO:0070848	5216
GO:0070848	5290
GO:0070848	5295
GO:0070848	5335
GO:0070848	5469
GO:0070848	5515
GO:0070848	5516
GO:0070848	5518
GO:0070848	5526
GO:0070848	5566
GO:0070848	5567
GO:0070848	5568
GO:0070848	5573
GO:0070848	5575
GO:0070848	5576
GO:0070848	5577
GO:0070848	5578
GO:0070848	5579
GO:0070848	5580
GO:0070848	5581
GO:0070848	5582
GO:0070848	5587
GO:0070848	5594
GO:0070848	5595
GO:0070848	5598
GO:0070848	5604
GO:0070848	5605
GO:0070848	5607
GO:0070848	5728
GO:0070848	5781
GO:0070848	5894
GO:0070848	6198
GO:0070848	6199
GO:0070848	6233
GO:0070848	6347
GO:0070848	6352
GO:0070848	6375
GO:0070848	6422
GO:0070848	6439
GO:0070848	6440
GO:0070848	6464
GO:0070848	6498
GO:0070848	6591
GO:0070848	6654
GO:0070848	6657
GO:0070848	6660
GO:0070848	6662
GO:0070848	6678
GO:0070848	6714
GO:0070848	6715
GO:0070848	6899
GO:0070848	6997
GO:0070848	7040
GO:0070848	7043
GO:0070848	7046
GO:0070848	7050
GO:0070848	7054
GO:0070848	7057
GO:0070848	7123
GO:0070848	7249
GO:0070848	7311
GO:0070848	7314
GO:0070848	7316
GO:0070848	7422
GO:0070848	7423
GO:0070848	7424
GO:0070848	7429
GO:0070848	7448
GO:0070848	7472
GO:0070848	7474
GO:0070848	7476
GO:0070848	7478
GO:0070848	7498
GO:0070848	7529
GO:0070848	8036
GO:0070848	8074
GO:0070848	8321
GO:0070848	8322
GO:0070848	8569
GO:0070848	8573
GO:0070848	8692
GO:0070848	8725
GO:0070848	8817
GO:0070848	8822
GO:0070848	8828
GO:0070848	8829
GO:0070848	8929
GO:0070848	9158
GO:0070848	9177
GO:0070848	9241
GO:0070848	9261
GO:0070848	9314
GO:0070848	9350
GO:0070848	9353
GO:0070848	9365
GO:0070848	9530
GO:0070848	9564
GO:0070848	9638
GO:0070848	9702
GO:0070848	9965
GO:0070848	9982
GO:0070848	10013
GO:0070848	10252
GO:0070848	10253
GO:0070848	10266
GO:0070848	10563
GO:0070848	10817
GO:0070848	10818
GO:0070848	11061
GO:0070848	11108
GO:0070848	11344
GO:0070848	23213
GO:0070848	23239
GO:0070848	25865
GO:0070848	26281
GO:0070848	26508
GO:0070848	27020
GO:0070848	27063
GO:0070848	27429
GO:0070848	30844
GO:0070848	51552
GO:0070848	51741
GO:0070848	51763
GO:0070848	53834
GO:0070848	54361
GO:0070848	55553
